Vendor Number,Category Name,Date,Sale (Dollars)
421,AMERICAN DRY GINS,04/14/2023,1441.56
305,AMERICAN VODKAS,03/28/2023,57.00
305,IMPORTED VODKAS,03/07/2023,112.50
395,MIXTO TEQUILA,02/28/2023,33841.85
259,AMERICAN BRANDIES,06/15/2023,3375.26
370,FLAVORED GIN,03/15/2023,157.43
421,AGED DARK RUM,08/29/2023,31.50
421,IMPORTED VODKAS,10/16/2023,2373.68
308,COCKTAILS/RTD,01/10/2023,252.00
205,BLENDED WHISKIES,08/25/2023,245.14
315,AMERICAN VODKAS,01/27/2023,30.00
260,TENNESSEE WHISKIES,08/15/2023,381.58
065,MIXTO TEQUILA,10/03/2023,1103.25
305,COCKTAILS/RTD,02/15/2023,1340.43
205,AMERICAN BRANDIES,08/04/2023,4509.12
115,IMPORTED DISTILLED SPIRITS SPECIALTY,06/13/2023,263.25
065,AMERICAN FLAVORED VODKA,09/19/2023,550.65
368,STRAIGHT RYE WHISKIES,06/26/2023,358.56
472,100% AGAVE TEQUILA,07/24/2023,2010.14
285,CREAM LIQUEURS,08/15/2023,281.25
035,IMPORTED FLAVORED VODKA,01/10/2023,67.50
370,100% AGAVE TEQUILA,10/02/2023,6461.85
777,AMERICAN DRY GINS,08/09/2023,308.88
214,STRAIGHT BOURBON WHISKIES,06/23/2023,375.00
035,TEMPORARY & SPECIALTY PACKAGES,05/30/2023,1732.09
389,IMPORTED BRANDIES,09/21/2023,9835.94
035,IMPORTED CORDIALS & LIQUEURS,04/10/2023,9167.83
116,AMERICAN DISTILLED SPIRITS SPECIALTY,04/24/2023,409.50
357,IMPORTED DRY GINS,05/09/2023,437.64
285,WHISKEY LIQUEUR,09/20/2023,16.61
065,IMPORTED FLAVORED VODKA,06/23/2023,556.50
421,SCOTCH WHISKIES,06/28/2023,2039.34
492,BOTTLED IN BOND BOURBON,09/29/2023,419.74
421,WHITE RUM,05/04/2023,1965.12
085,IMPORTED DRY GINS,09/25/2023,144.00
085,WHITE RUM,06/27/2023,40.50
370,IRISH WHISKIES,03/22/2023,26067.14
260,IMPORTED VODKAS,06/26/2023,5089.15
395,SPICED RUM,05/15/2023,699.75
125,STRAIGHT BOURBON WHISKIES,04/26/2023,4675.61
594,AMERICAN VODKAS,07/20/2023,364.56
666,AMERICAN DRY GINS,02/28/2023,118.44
293,IMPORTED DISTILLED SPIRITS SPECIALTY,09/26/2023,752.80
217,IMPORTED BRANDIES,01/30/2023,1409.52
240,100% AGAVE TEQUILA,08/17/2023,1329.75
306,STRAIGHT BOURBON WHISKIES,07/25/2023,230.08
370,MIXTO TEQUILA,07/24/2023,143.88
642,STRAIGHT BOURBON WHISKIES,02/01/2023,330.00
772,AMERICAN CORDIALS & LIQUEURS,05/31/2023,1657.83
259,STRAIGHT RYE WHISKIES,04/10/2023,562.50
492,BLENDED WHISKIES,04/25/2023,3435.25
380,CANADIAN WHISKIES,05/15/2023,199.50
305,WHISKEY LIQUEUR,04/04/2023,183.75
297,BLENDED WHISKIES,01/17/2023,4623.12
370,IRISH WHISKIES,02/23/2023,35472.37
261,IMPORTED CORDIALS & LIQUEURS,02/23/2023,153.00
370,SINGLE MALT SCOTCH,05/19/2023,1859.45
777,WHITE RUM,07/08/2023,230.94
578,AMERICAN DISTILLED SPIRITS SPECIALTY,08/11/2023,565.36
297,AMERICAN VODKAS,06/08/2023,5173.10
260,BLENDED WHISKIES,01/30/2023,10022.66
035,AGED DARK RUM,02/14/2023,430.92
384,NEUTRAL GRAIN SPIRITS,03/14/2023,103.50
115,AMERICAN VODKAS,05/31/2023,10900.20
566,AMERICAN DISTILLED SPIRITS SPECIALTY,06/12/2023,22.50
259,STRAIGHT RYE WHISKIES,09/06/2023,303.75
065,COCKTAILS/RTD,01/05/2023,3065.90
305,IMPORTED DRY GINS,07/10/2023,22.50
205,CREAM LIQUEURS,04/17/2023,5000.12
325,STRAIGHT BOURBON WHISKIES,02/13/2023,90.00
578,AMERICAN DISTILLED SPIRITS SPECIALTY,01/10/2023,643.92
259,100% AGAVE TEQUILA,10/15/2023,243.00
115,100% AGAVE TEQUILA,05/05/2023,81.72
479,IMPORTED BRANDIES,02/20/2023,203.84
260,STRAIGHT BOURBON WHISKIES,05/17/2023,5461.71
755,TEMPORARY & SPECIALTY PACKAGES,09/25/2023,240.57
297,SPECIAL ORDER ITEMS,08/28/2023,158.58
260,MIXTO TEQUILA,04/17/2023,1680.00
260,IMPORTED BRANDIES,07/26/2023,52.44
260,IMPORTED DRY GINS,07/10/2023,10164.16
035,SPICED RUM,07/05/2023,36.00
115,AMERICAN VODKAS,10/30/2023,3346.20
434,GOLD RUM,10/31/2023,1165.22
338,CREAM LIQUEURS,02/27/2023,44.62
085,TEMPORARY & SPECIALTY PACKAGES,09/18/2023,835.38
619,GOLD RUM,02/02/2023,241.50
300,IMPORTED DRY GINS,09/14/2023,225.00
434,CREAM LIQUEURS,04/11/2023,171.00
300,IMPORTED DRY GINS,10/17/2023,75.00
035,STRAIGHT BOURBON WHISKIES,10/10/2023,2762.35
434,MIXTO TEQUILA,03/28/2023,2733.59
208,AMERICAN DISTILLED SPIRITS SPECIALTY,01/30/2023,24.00
803,COCKTAILS/RTD,06/06/2023,16200.00
305,MEZCAL,07/07/2023,48.75
300,AMERICAN VODKAS,04/06/2023,9062.83
391,IMPORTED CORDIALS & LIQUEURS,03/30/2023,399.00
421,SINGLE MALT SCOTCH,10/23/2023,138.06
065,STRAIGHT RYE WHISKIES,02/28/2023,770.37
229,BLENDED WHISKIES,04/06/2023,711.72
619,AMERICAN VODKAS,10/16/2023,450.00
035,STRAIGHT BOURBON WHISKIES,06/09/2023,2378.39
742,NEUTRAL GRAIN SPIRITS,09/05/2023,360.00
421,IMPORTED DISTILLED SPIRITS SPECIALTY,08/07/2023,5835.44
079,BLENDED WHISKIES,03/28/2023,293.92
287,STRAIGHT RYE WHISKIES,07/14/2023,330.75
259,CANADIAN WHISKIES,06/15/2023,47012.21
368,100% AGAVE TEQUILA,03/20/2023,1763.76
772,CANADIAN WHISKIES,07/08/2023,1361.52
380,CANADIAN WHISKIES,02/24/2023,608.85
163,100% AGAVE TEQUILA,04/28/2023,176.25
305,COCKTAILS/RTD,05/11/2023,414.39
380,SPICED RUM,02/03/2023,30.00
306,BLENDED WHISKIES,02/03/2023,153.00
035,IMPORTED CORDIALS & LIQUEURS,06/07/2023,5404.47
421,SINGLE MALT SCOTCH,04/05/2023,138.06
305,AMERICAN CORDIALS & LIQUEURS,04/24/2023,630.40
434,STRAIGHT BOURBON WHISKIES,03/16/2023,3366.75
305,AMERICAN CORDIALS & LIQUEURS,01/25/2023,801.31
454,WHISKEY LIQUEUR,10/19/2023,516.24
619,AMERICAN VODKAS,08/03/2023,1278.00
777,AMERICAN DRY GINS,08/25/2023,11.74
642,IMPORTED DISTILLED SPIRITS SPECIALTY,03/06/2023,37.50
305,WHITE RUM,01/10/2023,15.74
617,AMERICAN VODKAS,04/10/2023,259.20
121,WHISKEY LIQUEUR,07/20/2023,106.56
654,AMERICAN FLAVORED VODKA,09/19/2023,243.00
619,AGED DARK RUM,05/08/2023,576.00
277,IMPORTED VODKAS,07/11/2023,713.66
342,IMPORTED CORDIALS & LIQUEURS,03/01/2023,33.00
434,COFFEE LIQUEURS,10/04/2023,37.50
300,AMERICAN VODKAS,04/25/2023,12457.92
566,AMERICAN VODKAS,02/06/2023,1100.88
125,BLENDED WHISKIES,06/07/2023,1630.09
434,AMERICAN BRANDIES,03/07/2023,3478.08
065,CANADIAN WHISKIES,10/18/2023,3394.10
978,BLENDED WHISKIES,09/26/2023,223.80
255,BLENDED WHISKIES,04/11/2023,1360.47
747,STRAIGHT BOURBON WHISKIES,01/23/2023,101.28
205,AMERICAN BRANDIES,09/01/2023,3727.65
917,TEMPORARY & SPECIALTY PACKAGES,07/25/2023,160.50
260,WHITE RUM,06/16/2023,210.63
421,AMERICAN SCHNAPPS,10/23/2023,16579.08
536,TEMPORARY & SPECIALTY PACKAGES,03/16/2023,4110.00
380,AMERICAN FLAVORED VODKA,10/22/2023,2602.56
782,IMPORTED CORDIALS & LIQUEURS,09/21/2023,48.00
785,SPECIAL ORDER ITEMS,02/08/2023,66.15
619,STRAIGHT BOURBON WHISKIES,05/25/2023,6605.06
035,NEUTRAL GRAIN SPIRITS,03/06/2023,127.56
195,AMERICAN VODKAS,10/31/2023,293.16
481,CREAM LIQUEURS,08/25/2023,38.40
065,IMPORTED BRANDIES,08/28/2023,300.00
305,AMERICAN VODKAS,09/25/2023,28.50
978,STRAIGHT BOURBON WHISKIES,06/03/2023,127.53
421,FLAVORED RUM,07/28/2023,858.00
205,AMERICAN VODKAS,04/07/2023,7610.36
370,FLAVORED GIN,08/25/2023,107.91
395,MIXTO TEQUILA,09/14/2023,20362.60
115,AMERICAN FLAVORED VODKA,10/11/2023,949.20
568,AMERICAN FLAVORED VODKA,10/13/2023,29.98
035,FLAVORED RUM,07/19/2023,6702.90
293,IMPORTED DISTILLED SPIRITS SPECIALTY,06/08/2023,276.23
229,AMERICAN DRY GINS,03/27/2023,63.00
380,AMERICAN DRY GINS,10/04/2023,1825.32
734,AMERICAN CORDIALS & LIQUEURS,01/23/2023,540.00
368,BLENDED WHISKIES,06/13/2023,469.48
772,IRISH WHISKIES,06/07/2023,262.50
421,COCKTAILS/RTD,10/05/2023,4084.40
434,CANADIAN WHISKIES,06/23/2023,1025.15
205,SINGLE MALT SCOTCH,06/30/2023,561.00
370,SINGLE MALT SCOTCH,07/10/2023,4449.84
395,SPECIAL ORDER ITEMS,09/21/2023,28.04
240,100% AGAVE TEQUILA,06/05/2023,2519.25
260,WHITE RUM,02/16/2023,345.63
287,STRAIGHT BOURBON WHISKIES,05/01/2023,110.25
768,STRAIGHT BOURBON WHISKIES,02/14/2023,213.28
259,IMPORTED CORDIALS & LIQUEURS,10/04/2023,569.16
454,WHISKEY LIQUEUR,03/01/2023,623.79
130,IMPORTED CORDIALS & LIQUEURS,08/11/2023,2576.67
260,SCOTCH WHISKIES,01/05/2023,10618.88
420,TEMPORARY & SPECIALTY PACKAGES,10/17/2023,224.97
380,COCKTAILS/RTD,10/30/2023,9.59
130,IMPORTED CORDIALS & LIQUEURS,04/11/2023,1400.07
065,AMERICAN FLAVORED VODKA,05/11/2023,1381.50
434,AMERICAN CORDIALS & LIQUEURS,10/16/2023,1308.47
346,TEMPORARY & SPECIALTY PACKAGES,06/23/2023,2710.50
434,IMPORTED DISTILLED SPIRITS SPECIALTY,08/31/2023,7976.16
395,BLENDED WHISKIES,02/27/2023,609.00
187,AMERICAN CORDIALS & LIQUEURS,09/07/2023,162.00
777,AMERICAN DRY GINS,05/09/2023,175.11
755,IMPORTED DISTILLED SPIRITS SPECIALTY,09/05/2023,648.00
035,IMPORTED FLAVORED VODKA,05/04/2023,180.00
454,WHISKEY LIQUEUR,01/31/2023,2280.06
130,IMPORTED CORDIALS & LIQUEURS,01/11/2023,5362.98
370,IMPORTED DISTILLED SPIRITS SPECIALTY,01/30/2023,154.65
260,IMPORTED FLAVORED VODKA,10/30/2023,5302.76
229,WHISKEY LIQUEUR,07/28/2023,19.50
908,COCKTAILS/RTD,06/23/2023,2355.00
654,FLAVORED GIN,07/11/2023,1050.00
785,SPECIAL ORDER ITEMS,01/25/2023,132.30
065,CANADIAN WHISKIES,10/17/2023,3973.07
888,AMERICAN VODKAS,09/06/2023,306.00
434,WHITE RUM,08/31/2023,3472.68
260,STRAIGHT RYE WHISKIES,02/09/2023,5461.66
370,COCKTAILS/RTD,08/18/2023,269.82
380,CREAM LIQUEURS,06/07/2023,127.44
434,WHITE RUM,10/18/2023,1985.59
451,SPECIAL ORDER ITEMS,09/18/2023,115.56
325,STRAIGHT BOURBON WHISKIES,09/06/2023,360.00
395,100% AGAVE TEQUILA,05/01/2023,8146.86
421,IMPORTED SCHNAPPS,01/26/2023,12573.69
277,IMPORTED VODKAS,08/07/2023,584.67
342,100% AGAVE TEQUILA,06/15/2023,148.50
342,FLAVORED GIN,09/11/2023,1428.00
654,FLAVORED GIN,08/07/2023,1995.00
100,IMPORTED DISTILLED SPIRITS SPECIALTY,08/25/2023,96.18
035,SPICED RUM,08/16/2023,175.44
192,TEMPORARY & SPECIALTY PACKAGES,10/23/2023,384.40
421,COCKTAILS/RTD,01/09/2023,5515.59
764,AMERICAN FLAVORED VODKA,04/17/2023,210.00
065,AMERICAN VODKAS,02/15/2023,1890.00
260,AGED DARK RUM,08/18/2023,287.92
065,TRIPLE SEC,08/09/2023,1281.00
460,AGED DARK RUM,01/25/2023,180.09
395,IMPORTED FLAVORED VODKA,08/04/2023,194.22
259,BOTTLED IN BOND BOURBON,08/04/2023,1237.50
192,IMPORTED CORDIALS & LIQUEURS,02/01/2023,8642.16
259,100% AGAVE TEQUILA,10/11/2023,4281.75
085,WHITE RUM,06/26/2023,40.50
216,CREAM LIQUEURS,05/05/2023,210.00
395,IRISH WHISKIES,06/22/2023,1254.00
492,BLENDED WHISKIES,03/13/2023,3036.00
421,TRIPLE SEC,06/29/2023,630.24
421,AMERICAN BRANDIES,10/25/2023,2190.95
305,IRISH WHISKIES,01/18/2023,210.00
395,STRAIGHT BOURBON WHISKIES,07/31/2023,402.78
492,STRAIGHT BOURBON WHISKIES,08/15/2023,193.74
325,STRAIGHT BOURBON WHISKIES,07/07/2023,180.00
421,AMERICAN FLAVORED VODKA,10/04/2023,417.24
370,AMERICAN DRY GINS,05/17/2023,2774.52
154,NEUTRAL GRAIN SPIRITS,01/10/2023,9.98
566,AMERICAN VODKAS,01/09/2023,1329.90
370,FLAVORED RUM,03/15/2023,20140.96
125,STRAIGHT BOURBON WHISKIES,03/21/2023,1851.39
085,TENNESSEE WHISKIES,04/03/2023,63965.39
619,STRAIGHT BOURBON WHISKIES,03/06/2023,2929.16
421,AMERICAN DRY GINS,10/03/2023,681.39
395,IMPORTED FLAVORED VODKA,09/05/2023,10443.06
308,COCKTAILS/RTD,01/27/2023,216.00
260,MEZCAL,01/23/2023,314.94
065,AMERICAN SCHNAPPS,07/28/2023,9223.99
065,FLAVORED RUM,08/22/2023,1873.50
777,BLENDED WHISKIES,03/08/2023,189.12
255,IMPORTED VODKAS,06/08/2023,82.72
421,TEMPORARY & SPECIALTY PACKAGES,03/16/2023,1174.50
785,SPECIAL ORDER ITEMS,05/15/2023,66.15
305,IRISH WHISKIES,06/14/2023,2685.00
266,STRAIGHT BOURBON WHISKIES,07/17/2023,314.22
214,STRAIGHT RYE WHISKIES,06/09/2023,967.01
772,FLAVORED GIN,08/04/2023,135.00
654,FLAVORED GIN,04/06/2023,3045.00
305,WHITE RUM,09/20/2023,47.22
065,AGED DARK RUM,10/11/2023,705.60
833,STRAIGHT BOURBON WHISKIES,09/06/2023,98.00
578,AMERICAN DISTILLED SPIRITS SPECIALTY,05/31/2023,2369.36
266,SCOTCH WHISKIES,03/16/2023,317.22
395,IMPORTED FLAVORED VODKA,05/10/2023,253.98
305,IMPORTED DRY GINS,07/03/2023,720.00
035,SCOTCH WHISKIES,07/31/2023,768.00
115,STRAIGHT BOURBON WHISKIES,01/13/2023,63.00
899,STRAIGHT RYE WHISKIES,04/06/2023,502.56
266,SINGLE MALT SCOTCH,02/10/2023,900.30
192,IMPORTED CORDIALS & LIQUEURS,05/18/2023,12550.31
287,MEZCAL,07/17/2023,31.50
434,SPICED RUM,03/23/2023,210.00
642,IMPORTED DISTILLED SPIRITS SPECIALTY,04/28/2023,487.50
130,IMPORTED CORDIALS & LIQUEURS,10/10/2023,711.90
395,100% AGAVE TEQUILA,07/11/2023,15153.89
389,GOLD RUM,03/01/2023,53.91
434,CANADIAN WHISKIES,01/23/2023,776.82
205,TEMPORARY & SPECIALTY PACKAGES,09/13/2023,3213.00
085,100% AGAVE TEQUILA,08/28/2023,1787.25
477,SPECIAL ORDER ITEMS,06/02/2023,153.84
434,AMERICAN SLOE GINS,08/02/2023,102.48
285,WHISKEY LIQUEUR,08/01/2023,49.83
434,IRISH WHISKIES,01/23/2023,123.75
421,AMERICAN BRANDIES,10/24/2023,6658.68
395,SPICED RUM,05/12/2023,1057.50
368,AGED DARK RUM,07/24/2023,219.12
065,IMPORTED CORDIALS & LIQUEURS,04/13/2023,51.72
125,BOTTLED IN BOND BOURBON,07/31/2023,112.50
306,STRAIGHT BOURBON WHISKIES,02/21/2023,345.12
259,100% AGAVE TEQUILA,08/18/2023,567.00
259,FLAVORED RUM,09/21/2023,310.50
380,CANADIAN WHISKIES,09/12/2023,285.00
395,CANADIAN WHISKIES,09/06/2023,450.00
240,IMPORTED VODKAS,08/02/2023,575.04
260,IMPORTED BRANDIES,04/13/2023,314.64
421,CANADIAN WHISKIES,08/02/2023,17606.24
297,BLENDED WHISKIES,09/11/2023,3603.55
091,FLAVORED RUM,01/10/2023,110.25
434,AMERICAN SCHNAPPS,02/27/2023,3135.45
065,TEMPORARY & SPECIALTY PACKAGES,02/01/2023,4554.00
421,WHISKEY LIQUEUR,07/10/2023,92063.29
772,SPICED RUM,02/21/2023,495.00
395,TEMPORARY & SPECIALTY PACKAGES,06/20/2023,78.00
566,TEMPORARY & SPECIALTY PACKAGES,08/29/2023,91.00
830,STRAIGHT BOURBON WHISKIES,03/15/2023,6741.00
305,AMERICAN CORDIALS & LIQUEURS,01/26/2023,612.84
205,IMPORTED CORDIALS & LIQUEURS,06/15/2023,63.00
297,AMERICAN DRY GINS,05/03/2023,927.40
035,IMPORTED FLAVORED VODKA,09/21/2023,315.00
421,AMERICAN BRANDIES,08/01/2023,7432.68
420,IMPORTED VODKAS,01/10/2023,185.92
085,STRAIGHT RYE WHISKIES,09/01/2023,211.50
589,IMPORTED BRANDIES,04/18/2023,1176.75
192,100% AGAVE TEQUILA,07/08/2023,5247.20
797,100% AGAVE TEQUILA,07/25/2023,248.70
357,IMPORTED DRY GINS,03/22/2023,93.78
370,AMERICAN DRY GINS,02/10/2023,2586.86
085,TENNESSEE WHISKIES,07/12/2023,54868.32
391,IMPORTED CORDIALS & LIQUEURS,10/04/2023,142.50
421,AMERICAN CORDIALS & LIQUEURS,07/26/2023,10179.66
085,IMPORTED CORDIALS & LIQUEURS,09/01/2023,90.00
434,AMERICAN CORDIALS & LIQUEURS,08/02/2023,2345.66
305,WHISKEY LIQUEUR,06/15/2023,350.93
065,TEMPORARY & SPECIALTY PACKAGES,09/21/2023,2596.50
154,NEUTRAL GRAIN SPIRITS,06/30/2023,119.76
259,STRAIGHT RYE WHISKIES,08/08/2023,461.25
370,COCKTAILS/RTD,08/10/2023,161.88
035,SINGLE BARREL BOURBON WHISKIES,08/03/2023,1282.31
654,BLENDED WHISKIES,08/09/2023,787.50
926,STRAIGHT RYE WHISKIES,09/27/2023,303.75
380,WHITE RUM,07/10/2023,270.00
091,FLAVORED RUM,05/15/2023,456.75
380,AMERICAN SCHNAPPS,06/05/2023,636.75
619,AMERICAN CORDIALS & LIQUEURS,07/28/2023,2268.75
380,AMERICAN DRY GINS,09/19/2023,144.00
421,AMERICAN SCHNAPPS,05/24/2023,4819.93
035,IMPORTED FLAVORED VODKA,10/19/2023,23.25
536,STRAIGHT BOURBON WHISKIES,07/31/2023,1068.75
619,MEZCAL,01/13/2023,540.00
564,COFFEE LIQUEURS,06/22/2023,119.88
619,CANADIAN WHISKIES,02/14/2023,49.50
421,STRAIGHT RYE WHISKIES,05/16/2023,1356.30
421,COCKTAILS/RTD,10/26/2023,10877.20
380,CANADIAN WHISKIES,03/06/2023,1461.24
421,IMPORTED CORDIALS & LIQUEURS,03/01/2023,2376.77
163,IRISH WHISKIES,03/13/2023,900.00
240,IMPORTED DRY GINS,02/22/2023,2079.00
370,MIXTO TEQUILA,06/13/2023,263.78
434,MIXTO TEQUILA,03/06/2023,17593.24
434,AMERICAN FLAVORED VODKA,05/19/2023,611.90
380,COFFEE LIQUEURS,02/22/2023,787.74
380,AGED DARK RUM,01/31/2023,287.09
434,WHITE RUM,05/30/2023,3923.88
346,NEUTRAL GRAIN SPIRITS,06/21/2023,270.06
926,STRAIGHT BOURBON WHISKIES,09/07/2023,2801.25
370,AMERICAN DRY GINS,07/08/2023,2675.41
380,TEMPORARY & SPECIALTY PACKAGES,06/05/2023,25.28
525,BLENDED WHISKIES,01/10/2023,198.00
370,AMERICAN DRY GINS,08/15/2023,4993.19
305,AGED DARK RUM,04/24/2023,354.84
260,SPICED RUM,04/03/2023,62761.77
214,STRAIGHT RYE WHISKIES,10/17/2023,392.25
205,100% AGAVE TEQUILA,10/12/2023,43.50
214,STRAIGHT RYE WHISKIES,01/25/2023,2273.28
306,CREAM LIQUEURS,05/31/2023,1237.50
255,BLENDED WHISKIES,03/17/2023,1803.72
826,AMERICAN DISTILLED SPIRITS SPECIALTY,09/07/2023,13.50
260,100% AGAVE TEQUILA,06/29/2023,45039.00
736,100% AGAVE TEQUILA,01/05/2023,72.52
154,AMERICAN DISTILLED SPIRITS SPECIALTY,08/11/2023,672.57
065,AGED DARK RUM,03/22/2023,741.00
772,AMERICAN FLAVORED VODKA,09/25/2023,720.00
287,STRAIGHT RYE WHISKIES,07/27/2023,73.50
205,AMERICAN BRANDIES,03/01/2023,3394.95
370,STRAIGHT RYE WHISKIES,07/26/2023,401.83
240,SCOTCH WHISKIES,03/10/2023,1796.07
978,IMPORTED VODKAS,07/19/2023,201.96
353,IMPORTED DISTILLED SPIRITS SPECIALTY,06/07/2023,141.44
978,IMPORTED VODKAS,08/24/2023,23.76
654,FLAVORED GIN,08/18/2023,2178.75
557,IMPORTED BRANDIES,01/11/2023,131.40
338,IMPORTED DRY GINS,05/03/2023,150.06
079,BLENDED WHISKIES,03/06/2023,110.22
195,AMERICAN VODKAS,10/22/2023,129.24
620,WHISKEY LIQUEUR,05/31/2023,26.31
260,TEMPORARY & SPECIALTY PACKAGES,01/31/2023,8521.49
560,BLENDED WHISKIES,05/22/2023,218.28
346,NEUTRAL GRAIN SPIRITS,01/04/2023,432.84
065,STRAIGHT RYE WHISKIES,05/22/2023,1229.82
421,CORN WHISKIES,01/03/2023,418.50
115,TEMPORARY & SPECIALTY PACKAGES,10/06/2023,30.00
260,TENNESSEE WHISKIES,06/21/2023,1173.36
297,AMERICAN DRY GINS,07/21/2023,739.67
772,AMERICAN FLAVORED VODKA,01/04/2023,3435.00
259,WHISKEY LIQUEUR,05/25/2023,481.14
035,STRAIGHT BOURBON WHISKIES,03/31/2023,2021.25
434,AMERICAN DRY GINS,01/05/2023,1655.13
205,FLAVORED RUM,03/21/2023,36.00
421,IRISH WHISKIES,09/12/2023,378.00
370,AMERICAN DRY GINS,09/02/2023,278.82
240,SINGLE MALT SCOTCH,02/17/2023,1732.50
205,AMERICAN BRANDIES,10/24/2023,6291.71
195,AMERICAN VODKAS,10/13/2023,243.00
259,AMERICAN BRANDIES,09/05/2023,2170.69
421,STRAIGHT RYE WHISKIES,05/17/2023,898.92
363,CREAM LIQUEURS,01/05/2023,147.00
266,STRAIGHT BOURBON WHISKIES,09/08/2023,74.68
421,COFFEE LIQUEURS,05/16/2023,279.00
434,TEMPORARY & SPECIALTY PACKAGES,08/14/2023,4590.00
260,AMERICAN FLAVORED VODKA,09/25/2023,5740.59
395,BLENDED WHISKIES,09/20/2023,884.49
259,AMERICAN BRANDIES,01/27/2023,4206.61
772,FLAVORED RUM,10/04/2023,99.00
395,IMPORTED FLAVORED VODKA,09/11/2023,448.20
772,SPICED RUM,10/18/2023,99.00
421,IRISH WHISKIES,05/18/2023,15.75
300,BLENDED WHISKIES,01/08/2023,178.36
926,STRAIGHT BOURBON WHISKIES,10/16/2023,371.25
706,AMERICAN CORDIALS & LIQUEURS,01/31/2023,48.00
727,100% AGAVE TEQUILA,03/14/2023,99.89
085,TENNESSEE WHISKIES,01/13/2023,46509.11
035,SCOTCH WHISKIES,06/19/2023,2262.75
911,BLENDED WHISKIES,10/04/2023,2400.00
421,IMPORTED DISTILLED SPIRITS SPECIALTY,08/22/2023,701.28
434,CANADIAN WHISKIES,05/25/2023,603.98
395,IRISH WHISKIES,02/02/2023,1690.50
434,STRAIGHT BOURBON WHISKIES,08/01/2023,2919.75
035,TEMPORARY & SPECIALTY PACKAGES,06/28/2023,1894.17
065,AMERICAN SCHNAPPS,07/11/2023,7389.82
240,IRISH WHISKIES,09/27/2023,991.50
481,AMERICAN VODKAS,03/02/2023,86.40
315,STRAIGHT BOURBON WHISKIES,10/24/2023,84.00
035,SCOTCH WHISKIES,05/03/2023,13133.25
370,SCOTCH WHISKIES,03/13/2023,522.24
297,AMERICAN VODKAS,04/06/2023,4655.23
305,STRAIGHT BOURBON WHISKIES,02/17/2023,60.00
259,100% AGAVE TEQUILA,08/25/2023,1062.00
260,IMPORTED SCHNAPPS,02/01/2023,8576.79
395,GOLD RUM,07/10/2023,495.00
342,TENNESSEE WHISKIES,07/28/2023,51.75
479,IMPORTED BRANDIES,04/05/2023,38.22
380,COCKTAILS/RTD,07/28/2023,57.54
091,FLAVORED RUM,06/13/2023,47.25
830,SINGLE BARREL BOURBON WHISKIES,02/24/2023,1822.50
395,IRISH WHISKIES,03/08/2023,5075.25
277,IMPORTED FLAVORED VODKA,08/04/2023,497.38
306,CREAM LIQUEURS,01/30/2023,937.50
229,NEUTRAL GRAIN SPIRITS,01/27/2023,22.48
654,FLAVORED GIN,02/23/2023,7560.00
380,IRISH WHISKIES,09/18/2023,181.32
115,IMPORTED DISTILLED SPIRITS SPECIALTY,06/09/2023,243.00
205,WHITE RUM,01/11/2023,153.00
434,IMPORTED DISTILLED SPIRITS SPECIALTY,03/17/2023,91.68
195,AMERICAN VODKAS,10/04/2023,498.24
421,AMERICAN FLAVORED VODKA,03/29/2023,3828.68
305,AMERICAN CORDIALS & LIQUEURS,03/27/2023,556.22
785,SPECIAL ORDER ITEMS,07/10/2023,132.30
395,SPECIAL ORDER ITEMS,05/04/2023,427.50
736,100% AGAVE TEQUILA,04/18/2023,178.30
434,AMERICAN SLOE GINS,07/19/2023,298.90
260,IMPORTED VODKAS,09/09/2023,4437.15
259,CORN WHISKIES,01/04/2023,162.00
300,IMPORTED DRY GINS,10/27/2023,37.50
240,100% AGAVE TEQUILA,02/20/2023,1163.25
978,AMERICAN DRY GINS,09/22/2023,178.56
421,CREAM LIQUEURS,07/26/2023,5281.27
342,FLAVORED GIN,06/20/2023,427.50
370,TEMPORARY & SPECIALTY PACKAGES,05/15/2023,374.75
536,STRAIGHT BOURBON WHISKIES,03/24/2023,225.00
421,CREAM LIQUEURS,06/02/2023,244.56
205,AMERICAN VODKAS,09/06/2023,8225.18
740,100% AGAVE TEQUILA,05/12/2023,39.38
209,AMERICAN VODKAS,08/28/2023,184.14
315,STRAIGHT BOURBON WHISKIES,07/25/2023,84.00
266,SINGLE MALT SCOTCH,01/17/2023,6559.04
368,STRAIGHT RYE WHISKIES,10/25/2023,32.00
482,AGED DARK RUM,04/13/2023,831.69
342,IMPORTED CORDIALS & LIQUEURS,01/17/2023,16.50
368,IMPORTED CORDIALS & LIQUEURS,07/05/2023,10264.35
205,SINGLE MALT SCOTCH,03/15/2023,757.50
154,AMERICAN DISTILLED SPIRITS SPECIALTY,05/16/2023,312.00
338,IMPORTED CORDIALS & LIQUEURS,07/18/2023,67.14
065,SINGLE MALT SCOTCH,05/04/2023,508.50
259,CANADIAN WHISKIES,06/29/2023,69770.03
240,100% AGAVE TEQUILA,06/20/2023,3026.25
370,STRAIGHT RYE WHISKIES,03/08/2023,187.35
346,TEMPORARY & SPECIALTY PACKAGES,01/31/2023,331.50
370,STRAIGHT BOURBON WHISKIES,08/18/2023,1036.90
370,FLAVORED RUM,08/22/2023,25151.21
755,STRAIGHT BOURBON WHISKIES,06/20/2023,250.38
380,COCKTAILS/RTD,07/08/2023,57.54
